section,subsection,content
Course Title,,"DSC-1                                Bioprocess Technology DSC-2                               Animal and Plant Cell Culture 2. Discipline Specific Elective DSE-1                         Selection from “***” 3. Skill Enhancement Course SEC 1 Molecular Biology Techniques ***Elective (Open Course Pool) For DSE-1: Select any one from following: Chemistry of Daily Consumables /Energy and Environment/ Laboratory safety and management / Bioethics"""
