section,subsection,content
Course Title,,DSC-3  Modern RNA Biology DSC-4   Genomics 2. Discipline Specific Elective DSE-2                             Selection from “*” 3. Skill Enhancement Course SEC 2 Instrumentation and Analytical Techniques * Elective (Open Course Pool) For DSE-2: Select any one from following: Forensic Chemistry & Toxicology / Bioinformatics / IPR / Biostatistics
